capacity_tons,fe_stage_ordinal,fe_has_urgency_keyword,fe_has_price_mention,fe_log_base_price,fe_total_price_with_tax,fe_log_capacity,fe_days_since_last_message,fe_days_in_pipeline,fe_message_length,fe_summary_length,fe_stage_x_sentiment,fe_quotation_x_satisfied,fe_quotation_x_urgent,fe_complete_x_quotation,fe_angry_x_high_stage,fe_urgent_x_high_stage,fe_enterprise_deal,fe_dissatisfied_x_late,fe_interested_x_complete,_computed_close_prob,pipeline_stage_enc,source_channel_type_enc,product_category_enc,product_type_enc,product_name_enc,product_sku_enc,organisation_industry_enc,lead_completeness_enc,quotation_sent_enc
2.4420433767325314,1.0,0.0,0.0,-0.19000914130976299,-0.5483194084510673,1.6928689290268992,0.9540483641448283,-1.2744725802349488,-1.6610826249112414,-0.9884073805963317,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,1.0,0.1,0.2727272727272727,0.5454545454545454,0.8421052631578947,1.0,1.0
-0.48159862922286684,0.6666666666666666,0.0,0.0,0.4631827821448558,-0.04923175207792837,-0.16173940788939525,-0.258995999263766,-0.07029961756091037,-1.5560000291072988,-0.9464246687901061,0.6181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575,0.6666666666666666,0.0,0.0,0.3,0.45454545454545453,0.45454545454545453,0.21052631578947367,0.0,1.0
-0.6175819783370714,0.8333333333333334,0.0,0.0,-0.19000914130976299,-0.5483194084510673,-0.44968226995867105,-0.038442478644021574,1.254290641380532,0.3354866953636668,2.0343478694519135,0.6136363636363636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8025,0.8333333333333334,1.0,1.0,0.1,0.2727272727272727,0.5454545454545454,0.7368421052631579,1.0,1.0
-0.753565327451276,0.8333333333333334,0.0,0.0,-0.43818116906738885,-0.6669776910063452,-0.8556656864019648,0.6232180832152117,-0.6723860988979296,0.9659822701873221,0.22909126178421144,0.6136363636363636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8025,0.8333333333333334,1.0,0.5,0.5,0.6363636363636364,1.0,0.3684210526315789,1.0,1.0
-0.27762360555156,0.6666666666666666,1.0,0.0,-0.19000914130976299,-0.5483194084510673,0.1571402915857934,0.7334948435250839,0.1705349749738973,0.44056929116760934,-0.3166839916967217,0.5818181818181819,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8125,0.6666666666666666,0.0,1.0,0.1,0.2727272727272727,0.5454545454545454,0.05263157894736842,1.0,1.0
-0.8895486765654805,0.8333333333333334,0.0,0.0,0.4631827821448558,-0.04923175207792837,-1.5496920841294402,0.292387802285595,1.133873345113128,-0.40009147526393096,-1.282286363239911,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.555,0.8333333333333334,1.0,0.0,0.3,0.45454545454545453,0.45454545454545453,0.3684210526315789,1.0,1.0
-0.48159862922286684,1.0,0.0,0.0,0.8527853347545297,0.5179133119824568,-0.16173940788939525,1.3951554053843171,2.2176290115197625,-0.8204218584797012,-1.2403036514336854,0.7636545454545455,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.99,1.0,0.5,0.0,0.9,0.9090909090909091,0.2727272727272727,0.5263157894736842,1.0,1.0
0.4022931400194628,0.8333333333333334,0.0,1.0,0.08128890107884208,-0.38951879051415944,0.8045111351671347,0.18211104197572284,0.05011767870649347,1.3863126534030923,-1.282286363239911,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.555,0.8333333333333334,1.0,0.0,1.0,0.5454545454545454,0.0,0.3157894736842105,1.0,1.0
-0.6175819783370714,0.3333333333333333,0.0,0.0,0.08128890107884208,-0.38951879051415944,-0.44968226995867105,-1.0309333214328715,0.05011767870649347,0.755817078579437,-0.48461483892162416,0.37576363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.3333333333333333,0.5,0.0,1.0,0.5454545454545454,0.0,0.3157894736842105,0.0,0.0
-0.6175819783370714,0.5,0.0,0.0,0.08128890107884208,-0.38951879051415944,-0.44968226995867105,-0.5898262801933826,-1.2744725802349488,0.2304040995597243,1.6984861750021083,0.29090909090909095,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.28,0.5,0.5,0.0,1.0,0.5454545454545454,0.0,0.05263157894736842,1.0,1.0
2.4420433767325314,1.0,0.0,1.0,0.08128890107884208,-0.38951879051415944,1.6928689290268992,2.4979230084830393,0.5317868637761088,0.5456518869715519,0.9008146506838215,0.7545454545454546,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,1.0,0.5454545454545454,0.0,0.10526315789473684,1.0,1.0
1.0822098855904856,0.8333333333333334,0.0,0.0,-1.9136051705411723,-0.8956236654765202,1.1944754772254895,0.292387802285595,0.29095227124130113,0.755817078579437,-0.5685802625340755,0.4696818181818182,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.935,0.8333333333333334,0.0,0.5,0.7,0.7272727272727273,0.9090909090909091,0.47368421052631576,1.0,1.0
0.4022931400194628,0.5,0.0,0.0,0.08128890107884208,-0.38951879051415944,0.8045111351671347,-0.038442478644021574,-1.1540552839675449,-0.5051740710678735,-1.072372804208783,0.7272727272727273,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.5,0.0,0.0,1.0,0.5454545454545454,0.0,0.21052631578947367,1.0,1.0
1.0822098855904856,0.8333333333333334,1.0,0.0,-1.9136051705411723,-0.8956236654765202,1.1944754772254895,0.9540483641448283,-1.1540552839675449,0.3354866953636668,-0.3166839916967217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16,0.8333333333333334,0.5,0.5,0.7,0.7272727272727273,0.9090909090909091,0.631578947368421,0.0,1.0
-0.8895486765654805,0.5,0.0,0.0,-0.9584378383507289,-0.79617141407366,-1.5496920841294402,-1.1412100817427435,-0.5519688026305257,0.6507344827754945,-0.06478772085936793,0.3181818181818182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.295,0.5,1.0,0.5,1.0,0.0,0.7272727272727273,0.05263157894736842,1.0,1.0
